R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG
344,796,0,8426521,306230048,3,5,2,5
344,826,0,9131001,231700376,3,5,4,5
376,377,0,54111,230254904,34,5,0,5
378,616,0,5998715,448544000,14,5,10,5
378,676,0,6093481,302639128,14,5,10,5
431,760,0,15922677,381673352,33,5,24,20
431,761,0,16930717,454757824,33,5,25,20
431,762,0,18618826,527839656,33,5,25,20
431,792,0,19086764,450617376,33,5,25,20
437,438,0,55060,514877448,35,5,0,5
460,760,0,15716317,375472688,33,5,24,20
460,761,0,16546854,449810448,33,5,25,20
460,762,0,18200027,524173600,33,5,25,20
460,792,0,18754197,384601552,33,5,25,20
461,760,0,16014955,528115944,33,5,24,20
461,761,0,17516965,241637568,33,5,25,20
461,762,0,19254644,315855104,33,5,25,20
461,792,0,18968281,242682992,33,5,25,20
467,796,0,3112375,453613856,9,5,5,5
468,676,0,7854231,383630704,12,5,8,5
468,706,0,4709989,314424872,5,5,8,5
490,760,0,15789737,452984560,34,5,23,20
490,761,0,16931985,527748936,34,5,24,20
490,762,0,18586083,233283288,34,5,24,20
490,792,0,19287685,527346048,34,5,24,20
496,587,0,3080317,246391344,2,5,7,7
496,706,0,59271135,309178408,40,5,6,5
498,676,0,7611588,456074496,12,5,8,5
498,706,0,4719140,388238176,5,5,8,5
523,584,0,315280,316035648,4,5,1,5
526,796,0,65282677,531971600,30,5,6,5
528,676,0,7635955,459264024,12,5,10,5
528,706,0,7404211,320187024,5,5,10,5
553,584,0,193499,595951176,4,5,2,5
557,767,0,3485740,393802528,16,5,10,9
586,797,0,2576312,529191592,2,5,10,6
587,708,0,6184603,310422296,4,5,6,6
588,706,0,3626579,385339216,1,5,9,7
592,679,0,29383283,246091832,72,5,5,5
592,706,0,6376015,384422760,3,5,7,6
592,796,0,3315266,522016080,1,5,11,6
593,706,0,6167841,391680824,3,5,7,6
593,796,0,3397496,531290000,1,5,11,6
617,737,0,16387752,307695976,25,5,9,7
618,706,0,3312148,391751784,1,5,5,7
621,679,0,28719903,246979504,72,5,5,5
621,706,0,5601910,314158344,3,5,7,6
621,796,0,3185291,460663784,1,5,11,6
622,679,0,28957884,457972008,72,5,5,5
622,706,0,5653880,526766352,3,5,7,6
622,796,0,3154476,312943840,1,5,11,6
646,648,0,1220600,247140272,4,5,2,5
646,651,0,3828850,459463168,4,5,6,7
646,678,0,5381864,528129264,6,5,3,6
646,679,0,3030027,242307112,4,5,3,5
646,680,0,2562083,316028112,4,5,6,6
646,681,0,2953676,382374584,4,5,7,8
646,708,0,3039349,461071176,2,5,12,10
647,651,0,5795625,249437272,4,5,6,7
647,680,0,1234621,458601432,4,5,5,5
647,681,0,1520939,526459976,4,5,6,8
647,708,0,2522196,538783632,2,5,11,9
648,649,0,108491,533592464,13,5,0,5
648,650,0,758105,241391352,13,5,5,5
648,680,0,845309,527807720,12,5,5,5
649,706,0,6183492,241716200,3,5,6,6
649,796,0,1459349,390248696,1,5,11,7
650,706,0,4937115,320037248,3,5,7,6
650,708,0,10966159,466413560,56,5,0,5
650,796,0,2613694,458094576,1,5,11,6
651,706,0,5232785,252801432,3,5,7,6
651,796,0,2875874,325365360,1,5,11,6
676,766,0,54709946,252951560,46,5,2,5
676,767,0,2262252,320167800,2,5,6,6
677,681,0,3215046,392835248,10,5,9,6
677,795,0,2039008,392751272,3,5,12,7
678,706,0,4320144,317589152,3,5,5,6
678,796,0,1341684,249117848,1,5,10,7
679,706,0,4890791,320601824,3,5,6,6
679,708,0,1355011,463277344,58,5,0,5
679,796,0,1655493,390037832,1,5,11,7
680,736,0,2653707,244972472,1,5,10,12
681,736,0,2515597,531039544,1,5,10,12
706,796,0,64973041,390409040,65,5,1,4
707,797,0,2703660,456625312,24,5,5,5
708,766,0,975782,241667704,1,5,5,6
737,795,0,5941159,318236600,6,5,10,5
737,796,0,5185192,392579568,33,5,4,5
737,826,0,8749462,315407176,14,5,10,5
756,757,0,76525,393768664,64,5,1,4
766,825,0,1852199,387129568,5,5,10,5
767,795,0,3057366,317375456,6,5,7,5
795,797,0,14082993,326956032,54,5,10,5
796,797,0,4707713,253039576,66,5,1,5
796,824,0,1696711,326795720,67,5,5,1
797,825,0,1960928,313025256,3,5,9,9
226,255,0,719029,372430664,7,4,4,4
252,281,0,2370242,367330856,5,4,1,4
253,282,0,1127126,511965456,1,4,2,4
253,313,0,1168106,510159704,8,4,4,4
281,401,0,716869,294375336,2,4,2,4
281,431,0,823282,521561096,2,4,4,4
281,460,0,877882,369493216,2,4,4,4
281,461,0,831567,444478288,2,4,4,4
281,490,0,860755,235715592,2,4,4,4
281,520,0,882580,512989328,2,4,4,4
281,550,0,903473,436286464,2,4,4,4
281,580,0,938558,304527208,2,4,4,4
281,756,0,737582,228435200,1,4,8,7
282,498,0,3276434,373882888,3,4,8,4
282,527,0,2487729,304102520,2,4,6,5
282,766,0,8353325,445837432,3,4,4,6
283,315,0,1052702,299231032,35,4,4,4
283,498,0,2835784,512272424,3,4,8,4
284,498,0,2777970,308575616,3,4,8,4
312,436,0,5076735,511323376,16,4,8,4
312,467,0,2296051,452535864,2,4,6,6
314,315,0,64024,517512512,46,4,0,4
314,431,0,777278,223641040,2,4,3,4
314,460,0,872666,450441272,2,4,3,3
314,461,0,816946,522183808,2,4,3,3
314,490,0,876438,440829352,2,4,3,3
314,498,0,1985579,229250672,3,4,4,4
342,431,0,8493173,307159448,61,4,4,4
342,467,0,1675114,299369808,2,4,6,6
342,757,0,27299756,371602152,43,4,2,4
343,467,0,1770393,519232200,2,4,6,6
344,467,0,1668302,368290736,2,4,6,6
372,520,0,1925679,378344576,51,4,4,4
372,758,0,8437410,447083928,38,4,23,19
372,759,0,9841913,515135240,36,4,23,19
372,760,0,11226894,228762728,33,4,23,19
372,761,0,10347499,296801120,33,4,23,19
372,762,0,11714037,372419704,33,4,23,19
372,789,0,10758011,443809952,38,4,23,19
372,790,0,10096888,518365200,35,4,23,19
372,792,0,12163300,240239328,33,4,23,19
374,375,0,47902,234067144,33,4,0,4
374,467,0,1101400,443303776,2,4,4,6
374,496,0,2104291,233367792,10,4,2,4
378,706,0,4566082,582843400,7,4,8,4
401,520,0,1817793,309723792,53,4,4,4
402,520,0,1839065,315045304,51,4,4,4
402,758,0,8563073,310409992,38,4,23,19
402,759,0,9745175,377314520,36,4,23,19
402,760,0,9961975,451676280,33,4,23,19
402,761,0,10457005,526026256,33,4,23,19
402,762,0,11764746,231585192,33,4,23,19
402,789,0,10888948,305940144,38,4,23,19
402,790,0,10058377,373818704,35,4,23,19
402,792,0,12340541,517085088,33,4,23,19
405,467,0,1076091,447297024,2,4,4,4
431,520,0,1696608,243045208,55,4,4,4
431,758,0,7957401,235491920,39,4,23,19
431,759,0,9511208,308589584,36,4,23,19
431,789,0,10380164,234376696,38,4,23,19
431,790,0,9549038,308931328,35,4,23,19
435,467,0,935473,302587944,2,4,4,4
436,437,0,23749,234213224,2,4,0,4
436,467,0,799626,518726944,5,4,0,4
436,496,0,1938098,310628592,17,4,1,4
437,496,0,7803489,450106664,38,4,4,4
438,468,0,46828,315005616,22,4,0,4
460,520,0,1458421,233074112,56,4,4,4
460,758,0,7995497,234199624,39,4,23,19
460,759,0,9357880,308551744,36,4,23,19
460,789,0,10079044,588168064,38,4,23,19
460,790,0,9637328,243547248,35,4,23,19
461,520,0,1933656,304613368,55,4,4,4
461,758,0,7944866,387129824,39,4,23,19
461,759,0,9565404,453907072,36,4,23,19
461,789,0,10508954,384398792,38,4,23,19
461,790,0,9830582,456653832,35,4,23,19
466,526,0,8438806,375355560,60,4,1,4
466,527,0,585427,449907416,3,4,4,4
467,527,0,549011,518900544,1,4,3,6
467,706,0,2036352,302775784,21,4,4,4
467,736,0,1184502,589194064,10,4,4,4
467,766,0,1318955,528372824,10,4,4,4
467,826,0,1118258,310636632,6,4,4,4
468,496,0,5169794,521077440,12,4,7,4
468,526,0,5369647,447198224,12,4,7,4
468,556,0,5627884,380745592,12,4,7,4
468,586,0,5589983,311327960,12,4,7,4
468,616,0,5720965,233878136,12,4,7,4
490,758,0,8199276,310926328,40,4,23,19
490,759,0,9625890,378221120,37,4,23,19
490,789,0,10468204,314449584,39,4,23,19
490,790,0,9822671,380515920,36,4,23,19
496,556,0,11103524,308910128,78,4,2,4
496,586,0,13606582,591201240,74,4,4,4
496,616,0,14067202,528181320,70,4,4,4
496,647,0,1829866,528018144,2,4,6,6
496,676,0,16380684,384542160,57,4,5,4
497,677,0,2828300,383021400,2,4,2,6
497,706,0,5752850,246425088,5,4,4,4
497,707,0,3027352,312209256,2,4,6,8
498,526,0,5292621,314781936,12,4,7,4
498,527,0,369391,389485416,13,4,0,4
520,758,0,7778236,386579968,40,4,23,19
520,759,0,9373640,459885152,37,4,23,19
520,760,0,9521909,533179560,34,4,23,19
520,761,0,9731468,239190488,34,4,23,19
520,762,0,11281350,312487032,34,4,23,19
520,789,0,10096243,385452952,39,4,23,19
520,790,0,9595335,452832224,36,4,23,19
520,792,0,11951270,234388536,34,4,23,19
523,553,0,29164,306398344,8,4,0,4
523,585,0,670477,388915592,4,4,4,4
523,616,0,1597833,386075368,3,4,5,5
523,646,0,2721028,307805608,3,4,5,5
524,553,0,133204,389550040,5,4,4,4
526,557,0,1303943,458380392,4,4,3,5
526,587,0,2357866,382585920,4,4,5,5
526,647,0,1193349,534118496,2,4,4,5
526,676,0,13692965,385102544,65,4,5,4
526,736,0,58187993,308962464,31,4,3,4
526,766,0,60318807,234347840,31,4,4,4
527,708,0,1918198,391503488,1,4,3,5
553,585,0,525988,251510112,4,4,5,4
553,616,0,1548662,241659360,3,4,5,5
553,646,0,1602188,522439944,3,4,5,5
556,826,0,31514902,248840928,25,4,4,4
557,587,0,78383,594558384,40,4,0,4
557,617,0,1943975,526970008,30,4,6,6
557,647,0,2134570,391277208,29,4,6,6
557,736,0,7926054,449379256,4,4,3,4
580,760,0,13552460,595451288,36,4,22,20
580,761,0,14478680,249907032,36,4,23,20
580,762,0,16222612,324667032,36,4,23,20
580,792,0,16548140,244915600,36,4,23,20
585,707,0,3400983,384392064,2,4,8,7
586,826,0,29048167,462151016,25,4,4,4
587,588,0,29407,531555296,12,4,0,4
587,592,0,3561811,462709544,5,4,5,4
587,593,0,3302630,534956832,5,4,5,4
587,616,0,5724583,383218696,12,4,6,4
587,678,0,4016776,384045000,4,4,5,4
587,679,0,4362521,459234584,4,4,7,5
587,736,0,9137156,528366368,4,4,3,5
588,736,0,2211908,246147288,1,4,5,7
588,766,0,1917317,527180928,1,4,6,7
588,796,0,2079553,390705984,1,4,7,8
592,593,0,89208,458890416,77,4,1,4
593,678,0,24184438,250442968,70,4,6,4
593,708,0,18211701,538290664,52,4,5,4
616,621,0,4907416,389437160,4,4,9,6
616,622,0,4958037,462427296,4,4,9,6
616,648,0,2223024,468546768,4,4,5,5
616,649,0,3170264,535649816,4,4,6,5
616,650,0,3766523,249725624,4,4,8,5
616,651,0,4253571,316735872,4,4,9,6
616,680,0,3878266,536025776,4,4,8,5
616,681,0,4240353,243047080,4,4,9,6
616,826,0,27942530,241929272,25,4,4,4
617,647,0,759591,248994624,39,4,0,4
617,708,0,1560995,458621256,1,4,1,4
618,677,0,339586,597133800,1,4,4,4
618,736,0,1970873,323757936,1,4,5,7
618,766,0,1636005,251413704,1,4,6,7
618,796,0,1812701,592418168,1,4,4,8
619,706,0,1866332,535085992,1,4,8,6
619,707,0,4030481,249527368,4,4,7,6
619,736,0,1980033,461520240,1,4,9,7
621,649,0,2137026,319472992,77,4,4,1
644,646,0,2119339,456906840,3,4,6,6
644,707,0,10046737,385091144,1,4,6,8
646,676,0,3081253,388047552,101,4,1,3
647,648,0,134767,392674848,4,4,0,4
647,679,0,4098304,383207024,4,4,1,4
647,797,0,2002822,309682832,17,4,5,4
648,677,0,227037,311297808,10,4,0,4
648,679,0,4517113,453160680,13,4,0,4
651,708,0,25178542,393267816,56,4,4,4
668,788,0,964591,314406912,2,4,5,4
676,678,0,723394,251193976,2,4,4,4
676,679,0,937572,323767472,2,4,5,5
676,680,0,399429,396345176,1,4,6,5
676,681,0,491160,468908200,1,4,6,6
677,679,0,8304376,252389064,12,4,4,4
677,680,0,2588342,318913080,11,4,7,4
677,706,0,1079373,320426728,3,4,3,4
677,797,0,2076334,533817616,19,4,5,4
697,788,0,937147,530869752,2,4,4,3
698,788,0,966099,464534440,2,4,4,3
706,767,0,4921976,533584128,2,4,10,9
707,709,0,378045,530071688,4,4,0,4
707,711,0,2238313,253442184,4,4,5,5
707,737,0,384480,248288080,58,4,0,4
708,709,0,188588,381924200,4,4,0,4
708,737,0,882528,319555648,8,4,3,4
708,796,0,1229738,531990144,1,4,7,5
727,758,0,7565174,242878536,46,4,24,20
727,759,0,9453200,318065120,43,4,24,20
727,760,0,10180702,385738352,40,4,24,20
727,761,0,10993112,460934496,40,4,24,20
727,762,0,12479517,528599968,40,4,24,20
727,789,0,10196737,597697072,45,4,24,20
727,790,0,10282800,252933032,42,4,24,20
727,792,0,13339071,397016504,40,4,24,20
736,796,0,15255294,252053312,70,4,1,3
766,792,0,2501329,459898880,4,4,8,4
766,793,0,1739843,529833992,4,4,8,4
766,824,0,1580954,318138136,4,4,8,4
767,796,0,1767903,392029848,40,4,0,4
195,284,0,1460387,437028456,5,3,2,1
251,401,0,307788,364089920,1,3,5,5
251,431,0,345366,230561608,1,3,6,5
251,460,0,405540,444960360,1,3,5,5
251,461,0,349354,517420552,1,3,6,5
251,490,0,418222,372008912,1,3,6,5
251,520,0,427494,301635312,1,3,5,4
251,550,0,385787,436386792,1,3,6,5
251,580,0,402294,442532624,1,3,6,5
256,257,0,743997,225131136,4,3,3,3
256,287,0,668407,514306008,3,3,3,3
256,317,0,777616,443837944,3,3,3,3
256,347,0,819886,370821312,3,3,3,3
256,348,0,1490040,444062136,3,3,3,3
281,579,0,711788,229964912,2,3,5,3
281,609,0,737084,510506152,2,3,5,3
281,638,0,750580,306571144,2,3,5,3
281,639,0,748092,373777480,2,3,5,3
281,668,0,750120,224439016,2,3,5,3
281,697,0,783370,447422760,2,3,5,3
281,698,0,756669,519485776,2,3,5,3
281,727,0,790200,375515056,2,3,5,3
281,757,0,815647,303097072,2,3,5,3
282,314,0,4148236,517311768,49,3,3,3
282,405,0,2995460,374623248,18,3,5,2
282,436,0,3130581,440263856,15,3,5,2
282,467,0,980590,379217408,1,3,4,4
282,646,0,5313982,303681312,3,3,0,3
283,316,0,1890034,368128312,23,3,4,3
283,346,0,1957630,372524968,23,3,4,3
283,527,0,1627427,369988832,2,3,6,4
284,527,0,1651723,516258816,2,3,6,4
284,793,0,5102374,507605232,3,3,2,3
284,796,0,3886095,367172136,3,3,2,3
284,824,0,5477882,517848576,3,3,2,3
284,825,0,5529095,225795480,3,3,2,3
284,826,0,4554276,300462904,3,3,2,3
311,312,0,28656,232677120,5,3,1,3
312,313,0,3104244,512715392,3,3,2,3
312,342,0,12602840,442541024,124,3,0,3
312,375,0,2502356,372476384,21,3,3,3
312,466,0,3778548,377971000,12,3,6,3
312,496,0,2955052,304153856,6,3,5,3
314,342,0,1167079,227568136,5,3,2,3
314,343,0,1422009,302767944,7,3,2,3
314,372,0,786687,510859288,3,3,2,3
314,401,0,989101,304208192,3,3,2,3
314,402,0,938766,378974024,3,3,2,3
314,520,0,515610,305238088,1,3,4,4
314,527,0,1325760,441705800,2,3,4,4
314,550,0,540001,230487248,1,3,4,4
314,579,0,537848,443193440,1,3,4,4
314,580,0,525637,509532336,1,3,4,4
314,609,0,550545,444680680,1,3,4,4
314,638,0,585464,445565288,1,3,4,4
314,639,0,548521,520752048,1,3,4,4
314,668,0,579328,517634096,1,3,4,4
314,697,0,606862,511227560,1,3,4,4
314,698,0,587718,232709920,1,3,4,4
314,727,0,605908,517424816,1,3,4,4
314,757,0,613786,443219464,1,3,4,4
314,761,0,3032887,367078304,2,3,1,3
314,762,0,3085106,441422472,2,3,1,3
314,792,0,3029409,302357936,2,3,1,3
314,793,0,3407326,375675624,2,3,1,3
314,796,0,2526218,229392168,2,3,1,3
314,824,0,3579404,376363760,2,3,1,3
314,825,0,3608142,449780240,2,3,1,3
314,826,0,2941545,523179120,2,3,1,3
315,378,0,2786964,237662072,6,3,0,3
315,408,0,3143552,577797840,6,3,3,3
341,342,0,28783,236464576,6,3,0,3
342,375,0,2517276,447589800,29,3,3,3
342,436,0,5277773,308605568,22,3,5,2
342,460,0,8903440,520108312,61,3,3,3
342,461,0,8907505,227360200,61,3,3,3
342,466,0,4197879,224923736,16,3,6,3
342,490,0,8748477,444994592,58,3,3,3
342,496,0,3639211,510680256,9,3,5,3
342,580,0,10345722,237351408,48,3,3,4
343,375,0,2098730,232941928,29,3,3,3
343,436,0,4860978,516738160,22,3,5,2
343,466,0,3897561,444972896,16,3,6,3
343,496,0,3238517,371921000,9,3,5,3
343,793,0,2664294,452888032,4,3,2,3
343,823,0,2914239,376540064,4,3,4,3
343,824,0,2926788,451205720,4,3,4,3
343,825,0,2966730,518401760,4,3,4,3
344,436,0,4797642,381018512,22,3,5,2
344,466,0,3794257,300801960,16,3,6,3
344,496,0,3161297,523086568,9,3,5,3
344,792,0,3743330,381115824,2,3,2,3
344,793,0,3556171,448782328,2,3,0,3
344,824,0,4596785,449241008,2,3,1,3
344,825,0,4655196,516597656,2,3,1,3
374,405,0,1029212,511576840,31,3,3,3
374,436,0,1155089,451814168,23,3,3,2
374,466,0,1103352,375826496,17,3,4,3
374,796,0,3508010,446718248,3,3,0,3
374,826,0,3897937,366995928,3,3,0,3
375,467,0,1129753,304765672,3,3,4,4
376,378,0,248681,304809888,6,3,3,3
376,408,0,333408,236686632,6,3,3,3
376,438,0,409267,227210792,6,3,3,3
376,468,0,350098,299009448,4,3,3,3
377,766,0,8899883,520950360,10,3,2,3
377,795,0,4739752,378165288,4,3,4,3
377,796,0,8198327,450824760,9,3,2,3
377,826,0,6368269,378423208,6,3,4,3
378,527,0,2308909,378947344,8,3,2,3
401,756,0,16333136,234603000,45,3,1,2
405,466,0,559736,372952192,22,3,3,2
406,435,0,62142,454913000,2,3,3,2
406,436,0,81425,527260776,2,3,0,3
406,466,0,416797,449350112,2,3,2,3
406,496,0,745525,382344048,2,3,2,3
406,646,0,1620237,237033984,2,3,0,3
408,527,0,2357099,448077520,9,3,2,3
408,766,0,5023218,441990312,4,3,1,3
408,796,0,3880287,313052248,3,3,1,3
435,466,0,749453,229057352,24,3,3,3
435,496,0,1836843,517836464,15,3,3,3
435,526,0,1645501,446472136,7,3,3,3
436,526,0,1563063,229858760,8,3,0,3
437,526,0,5987108,381468736,36,3,3,3
437,527,0,549421,457401072,1,3,2,4
438,766,0,4892627,522586968,4,3,1,3
438,796,0,3761496,456322896,3,3,1,3
467,707,0,1240224,377336400,8,3,3,3
468,527,0,597552,521334872,11,3,3,3
495,647,0,1344712,377877472,2,3,6,4
495,677,0,1264465,309762008,2,3,7,4
496,617,0,1034397,235197536,2,3,5,5
496,796,0,35137780,525427696,23,3,5,3
497,557,0,1207066,313039016,3,3,3,5
497,587,0,859609,242979048,2,3,6,5
498,556,0,4937501,384809688,12,3,6,3
498,586,0,5036636,311653096,12,3,6,3
498,616,0,5190996,238417544,12,3,6,3
523,586,0,780359,454507016,4,3,3,3
523,592,0,2363358,525439072,2,3,5,4
523,593,0,1985543,240212200,2,3,5,4
523,621,0,1782357,378919384,2,3,5,4
523,622,0,1815356,454528144,2,3,5,4
523,647,0,1204095,381520840,2,3,4,3
523,648,0,1849432,455239056,2,3,4,4
523,649,0,1772677,521595872,2,3,4,4
523,650,0,1964306,236109160,2,3,5,4
523,651,0,1640518,310454248,2,3,5,4
523,680,0,1976485,525480720,2,3,5,4
523,681,0,1610899,592199528,2,3,5,4
523,707,0,2434623,593010960,2,3,5,6
524,592,0,3197727,241048472,2,3,5,4
524,593,0,3242132,315707592,2,3,5,4
524,616,0,2572255,463396824,3,3,4,3
524,621,0,2689596,462242072,2,3,5,4
524,622,0,2666140,527837512,2,3,5,4
524,646,0,2497582,389269040,3,3,4,3
524,647,0,2061271,463420400,2,3,4,3
524,648,0,2023358,530138192,2,3,4,4
524,649,0,2157715,244544432,2,3,4,4
524,650,0,2356310,318676016,2,3,5,4
524,651,0,2467845,385401640,2,3,5,4
524,680,0,2397957,243332400,2,3,5,4
524,681,0,2457469,316637840,2,3,5,4
524,707,0,4115312,315428328,2,3,5,6
526,527,0,526030,531894240,27,3,0,3
526,556,0,137643,383933912,94,3,0,3
526,586,0,5398211,307717040,84,3,3,3
526,616,0,6289994,235123640,80,3,3,3
526,617,0,841524,310414800,2,3,4,4
526,826,0,29291212,452579648,23,3,3,3
527,592,0,1352616,316774320,2,3,2,4
527,593,0,1241655,384152208,2,3,2,4
527,621,0,1304582,528276464,2,3,2,3
527,622,0,1285867,242674064,2,3,2,3
527,649,0,1065696,377439744,2,3,2,3
527,650,0,1125903,447379656,2,3,2,3
527,651,0,1242191,524337680,2,3,2,3
527,678,0,2002084,381470232,2,3,3,4
528,556,0,5246426,308672464,12,3,6,3
528,586,0,5087280,532409744,12,3,6,3
528,587,0,1112883,239337472,9,3,3,2
528,616,0,5240502,388495184,12,3,6,3
550,758,0,7872521,381475088,42,3,22,19
550,759,0,9339173,448681040,39,3,22,19
550,760,0,9423291,523351112,36,3,22,19
550,761,0,9923063,598007584,36,3,22,19
550,762,0,11220529,243006400,36,3,22,19
550,789,0,10384272,380502216,41,3,22,19
550,790,0,9643184,454638856,38,3,22,19
550,792,0,11697034,235460288,36,3,22,19
553,586,0,679609,318698872,4,3,3,3
553,592,0,1812021,384464824,2,3,5,4
553,593,0,1850042,459159616,2,3,5,4
553,621,0,1737812,242727712,2,3,5,4
553,622,0,1754835,310499392,2,3,5,4
553,647,0,718035,597491272,2,3,4,3
553,648,0,1055032,245377560,2,3,4,4
553,649,0,1741126,320072008,2,3,4,4
553,650,0,1958898,387270776,2,3,5,4
553,651,0,2039892,461934264,2,3,5,4
553,680,0,1951979,315490392,2,3,5,4
553,681,0,1558155,383273776,2,3,5,4
553,707,0,2867246,381207000,2,3,5,6
554,592,0,2891977,309170704,2,3,5,4
554,593,0,2873154,384353136,2,3,5,4
554,616,0,2039941,522227384,3,3,4,3
554,621,0,2784907,462628912,2,3,5,4
554,622,0,2796722,530016112,2,3,5,4
554,646,0,1524217,384993776,3,3,4,3
554,647,0,1755771,459659016,2,3,4,3
554,648,0,1609519,534323552,2,3,4,4
554,649,0,1850828,241621016,2,3,4,4
554,650,0,2064492,316600760,2,3,5,4
554,651,0,2654047,384077576,2,3,5,4
554,680,0,2528946,596589592,2,3,5,4
554,681,0,2641581,251762360,2,3,5,4
554,707,0,3007764,251939184,2,3,5,6
556,706,0,58081334,527970608,53,3,6,5
557,592,0,2719150,534572568,4,3,3,3
557,593,0,2466292,249198032,4,3,3,3
557,678,0,2827650,394424216,3,3,4,3
557,708,0,3494137,318403064,3,3,3,3
558,647,0,219952,532596744,1,3,3,3
579,727,0,589662,313930008,51,3,3,1
579,756,0,834370,530283824,51,3,3,0
579,757,0,672230,237795792,51,3,3,0
579,758,0,7889900,312452984,43,3,22,19
579,759,0,9469116,387106944,40,3,22,19
579,760,0,9482258,454294592,37,3,22,19
579,761,0,9946828,528958072,37,3,22,19
579,762,0,11486457,242456600,37,3,22,19
579,789,0,10217331,312024400,42,3,22,19
579,790,0,9744520,386279008,39,3,22,19
579,792,0,12267388,527335112,37,3,22,19
580,756,0,890126,310555224,49,3,3,0
580,758,0,7807960,453002984,42,3,22,19
580,759,0,9339847,527972312,39,3,22,19
580,789,0,10399249,387696456,41,3,22,19
580,790,0,9702952,462873656,38,3,22,19
584,707,0,2304169,449298272,2,3,5,5
585,592,0,2893191,251344136,3,3,6,4
585,593,0,2762209,324228480,3,3,6,4
585,621,0,2573729,531483416,3,3,6,3
585,622,0,2550199,238796760,3,3,6,3
585,647,0,364119,523690384,3,3,4,1
585,648,0,1207431,238330352,3,3,4,3
585,649,0,1633355,311412608,3,3,4,3
585,650,0,2031818,384494280,3,3,6,3
585,651,0,2201788,450280824,3,3,6,3
585,680,0,2118544,313515736,3,3,6,3
585,681,0,2184968,380426720,3,3,6,3
586,592,0,3907401,528026640,4,3,6,4
586,593,0,3939442,596067424,4,3,6,4
586,621,0,3700993,316936704,4,3,6,3
586,622,0,3734561,391069736,4,3,6,3
586,648,0,1603114,389977288,4,3,4,3
586,649,0,2312221,463166904,4,3,4,3
586,650,0,2847827,536364576,4,3,6,3
586,651,0,3194828,242900272,4,3,6,3
586,680,0,2949399,462711888,4,3,6,3
586,681,0,3223762,530572104,4,3,6,3
587,621,0,3849286,380762200,6,3,4,3
587,622,0,3686836,455325192,6,3,4,3
587,651,0,4221509,317545016,7,3,2,3
587,681,0,795699,240284344,7,3,3,3
587,767,0,4706413,247924232,20,3,6,4
588,592,0,2014339,387192472,5,3,5,3
588,593,0,2035806,460695984,5,3,5,3
588,647,0,126999,237091424,1,3,0,3
588,677,0,485668,530592728,1,3,2,3
588,679,0,2681339,313111400,4,3,6,4
588,681,0,675743,454987304,7,3,3,3
588,826,0,1301141,323679232,1,3,5,5
592,648,0,2254510,252122000,8,3,4,3
592,677,0,2710803,459936336,7,3,6,3
592,678,0,23251119,532184000,71,3,4,3
592,708,0,22411287,527484600,53,3,3,3
593,648,0,2306403,317669208,8,3,4,3
593,677,0,2805504,535777856,7,3,6,3
609,727,0,481300,241360496,52,3,3,1
609,756,0,748855,395621424,52,3,3,0
609,758,0,7834008,536496936,44,3,22,19
609,759,0,9642868,250740000,41,3,22,19
609,760,0,9615469,317463664,38,3,22,19
609,761,0,10031570,391596328,38,3,22,19
609,762,0,11955243,465728624,38,3,22,19
609,789,0,10219227,531595064,43,3,22,19
609,790,0,9824914,246087560,40,3,22,19
609,792,0,12629395,392702512,38,3,22,19
614,646,0,2406503,247753248,3,3,6,5
614,707,0,3767795,530683000,1,3,5,4
616,678,0,4404078,388606760,5,3,4,4
616,679,0,2371749,462315200,4,3,5,4
617,618,0,104449,387127208,4,3,0,3
617,678,0,1386209,457126464,1,3,0,3
617,767,0,4212074,241789960,20,3,6,4
618,647,0,72237,313111112,1,3,2,3
618,648,0,134371,387418944,2,3,0,3
618,679,0,2694717,319935472,4,3,6,4
618,681,0,651487,461173040,7,3,3,3
618,826,0,1080593,530728336,1,3,5,5
619,678,0,1870851,319546600,4,3,5,3
619,679,0,2667567,391164648,4,3,6,4
619,681,0,566843,534402104,7,3,3,3
619,766,0,1526564,386078104,1,3,8,5
619,796,0,1539044,314557120,1,3,8,5
621,648,0,1811056,246592152,8,3,4,3
621,650,0,413162,392350064,85,3,3,0
621,651,0,124805,465232792,87,3,0,3
621,677,0,2356050,458362768,7,3,6,3
621,678,0,20819792,532622536,71,3,4,3
621,708,0,16919403,462021912,53,3,3,3
622,648,0,1923862,461257696,8,3,4,3
622,677,0,2461586,314320368,7,3,6,3
622,678,0,21496941,389919416,71,3,4,3
622,708,0,21898093,315437456,53,3,3,3
623,649,0,661717,247567824,2,3,4,3
623,650,0,597913,320763568,2,3,4,3
623,651,0,527867,393970120,2,3,4,3
623,678,0,782326,527125008,2,3,4,3
623,679,0,771526,594030216,2,3,4,3
623,707,0,661984,379819472,1,3,4,3
638,756,0,1007625,389957432,52,3,3,0
638,758,0,10375781,534460072,44,3,22,19
638,759,0,9573019,248629968,41,3,22,19
638,760,0,9754667,320875400,38,3,22,19
638,761,0,10013242,393122648,38,3,22,19
638,762,0,11849596,465372888,38,3,22,19
638,788,0,311799,525778296,2,3,4,3
638,789,0,10015393,599663440,43,3,22,19
638,790,0,9700825,247750472,40,3,22,19
638,792,0,12356687,395617568,38,3,22,19
639,756,0,671717,242714720,52,3,3,0
