R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG
225,431,0,93461,503896760,2,1,1,1
225,460,0,110915,300918904,2,1,1,0
225,461,0,101296,372975312,2,1,1,0
225,490,0,116866,293626696,2,1,1,0
225,520,0,99999,574930792,1,1,2,1
225,550,0,134633,438805024,1,1,2,1
225,579,0,95732,298925888,1,1,2,1
225,580,0,100343,366306096,1,1,2,1
225,609,0,109201,222629128,1,1,2,1
225,638,0,162121,430196680,1,1,2,1
225,639,0,141357,505279056,1,1,2,1
225,668,0,105751,301773056,1,1,2,1
225,697,0,151703,222829312,1,1,2,1
225,698,0,110830,289836016,1,1,2,1
226,257,0,566454,510498472,8,1,1,1
226,282,0,640815,443296344,1,1,1,1
226,283,0,463720,509278488,2,1,1,1
226,284,0,452030,223879624,3,1,1,1
226,314,0,400373,509564624,4,1,1,1
227,256,0,223387,360473184,6,1,0,1
227,282,0,284050,298131200,1,1,2,1
227,283,0,723578,373116440,2,1,2,1
227,284,0,337447,440608376,2,1,2,1
227,285,0,284474,515590040,3,1,2,1
227,314,0,393861,367901136,3,1,2,1
227,315,0,309480,435293760,3,1,2,1
251,254,0,155854,446804568,2,1,1,0
251,315,0,650940,438917296,1,1,2,1
251,316,0,397253,505449544,1,1,2,1
251,341,0,510549,434013944,1,1,0,1
251,344,0,188769,293883424,1,1,1,1
251,346,0,186514,429967280,1,1,2,1
251,374,0,193962,231634952,1,1,1,1
251,375,0,191203,304089056,1,1,1,1
251,405,0,192382,230459952,1,1,1,1
251,435,0,215092,513474744,1,1,1,1
251,436,0,208699,228617488,1,1,2,2
251,758,0,209458,219886792,1,1,3,2
251,760,0,209067,363550624,1,1,3,2
251,761,0,205956,439156480,1,1,3,2
251,762,0,229764,507225208,1,1,2,1
251,789,0,197917,518232952,1,1,2,2
251,790,0,202964,226181936,1,1,3,2
251,792,0,235744,368118384,1,1,3,2
251,793,0,261398,442817936,1,1,2,1
251,795,0,342385,225212936,1,1,2,1
251,796,0,306684,292755144,1,1,2,1
251,824,0,274367,436060848,1,1,2,1
251,825,0,310140,503623344,1,1,2,1
251,826,0,286826,578695232,1,1,2,1
252,314,0,332134,444441944,6,1,1,1
252,315,0,100490,512109368,1,1,1,1
252,316,0,156048,226664136,1,1,1,1
252,344,0,150444,367867784,1,1,1,1
252,346,0,144787,509943736,1,1,1,1
252,374,0,163740,304673664,1,1,1,1
252,375,0,158849,376447224,1,1,1,1
252,405,0,210970,299565960,1,1,1,1
252,435,0,191566,227240480,1,1,1,1
252,436,0,178569,294060584,1,1,2,2
252,759,0,182699,442065584,1,1,1,1
252,823,0,298421,509973592,1,1,1,1
254,284,0,58104,294971408,7,1,1,1
254,431,0,348943,368384792,2,1,1,1
254,460,0,165363,218325328,2,1,1,0
254,461,0,113365,291407080,2,1,1,0
254,490,0,127137,508600264,2,1,1,0
254,520,0,346045,440229576,1,1,2,1
254,550,0,584442,361329792,1,1,2,1
254,579,0,129585,513616520,1,1,2,1
254,580,0,128522,228424600,1,1,2,1
254,609,0,147741,442303320,1,1,2,1
254,638,0,144914,362835232,1,1,2,1
254,639,0,136577,438568496,1,1,2,1
254,668,0,473715,288929344,1,1,2,1
254,697,0,164660,512574352,1,1,2,1
254,698,0,155017,220102984,1,1,2,1
254,727,0,179334,432223560,1,1,2,1
254,757,0,174480,360960848,1,1,2,1
255,282,0,986983,221693232,3,1,1,1
255,283,0,331831,297082968,4,1,1,1
256,378,0,773808,372559368,3,1,1,0
256,408,0,364251,295533472,3,1,1,0
256,438,0,288417,225304328,2,1,1,0
256,468,0,279146,513567600,2,1,1,0
256,498,0,319405,437877400,2,1,1,0
281,341,0,680244,511161704,2,1,0,1
281,344,0,290905,301711056,3,1,1,1
281,374,0,430381,228418896,3,1,1,1
281,375,0,462966,295988000,3,1,1,1
281,405,0,490936,579264072,3,1,1,1
281,435,0,787182,446132504,3,1,1,1
281,436,0,841918,513521392,3,1,1,1
281,759,0,175724,444940768,1,1,1,1
281,823,0,277568,226004800,1,1,2,2
282,285,0,680735,299623680,8,1,3,2
282,311,0,28685,300494528,3,1,1,0
282,316,0,2621859,298741760,23,1,2,1
282,346,0,2227053,229398632,23,1,2,1
282,348,0,1976500,369054704,4,1,2,1
282,374,0,1503270,369779120,31,1,1,0
282,464,0,302683,582032832,5,1,1,0
282,491,0,313562,230378016,2,1,2,1
282,494,0,358805,444266656,4,1,2,1
282,516,0,245592,229528656,1,1,2,2
282,519,0,449909,446789152,3,1,2,1
282,521,0,280226,233398624,2,1,2,1
282,524,0,577571,443453744,3,1,2,1
282,526,0,1115534,231020768,4,1,1,1
282,545,0,701677,514717256,2,1,3,2
282,546,0,830214,222141912,3,1,2,2
282,547,0,342230,295966768,3,1,2,1
282,548,0,307619,369789616,3,1,2,1
282,549,0,304639,436238376,3,1,2,1
282,617,0,666962,446613968,2,1,2,1
282,647,0,662016,374777216,2,1,2,1
282,677,0,715968,369806424,2,1,2,1
282,707,0,708712,298323192,2,1,2,1
282,737,0,748167,224340904,2,1,2,1
282,794,0,843627,224530432,1,1,0,1
282,797,0,1170967,441663720,2,1,0,1
282,816,0,357413,305269544,2,1,2,1
282,845,0,376509,516716368,2,1,2,1
282,846,0,360252,231860240,2,1,2,1
282,875,0,374000,449153632,2,1,2,1
283,285,0,388339,233520072,9,1,2,2
283,348,0,1772767,517041880,4,1,2,1
283,372,0,594489,438990872,2,1,0,1
283,401,0,710221,233021320,2,1,0,1
283,402,0,652017,300023184,2,1,0,1
283,406,0,755715,230712824,3,1,1,1
283,431,0,703159,512981208,2,1,0,1
283,437,0,422585,222395928,1,1,1,2
283,460,0,734376,374413936,2,1,0,1
283,461,0,728821,447820560,2,1,0,1
283,490,0,779642,298966992,2,1,0,1
283,520,0,760229,225909008,2,1,0,1
283,550,0,766323,515948256,2,1,0,1
283,579,0,443788,372121536,1,1,0,1
283,580,0,783854,444679232,2,1,0,1
283,609,0,452383,305055800,1,1,0,1
283,617,0,620524,515483504,2,1,2,1
283,638,0,463290,511951304,1,1,0,1
283,639,0,495239,226619016,1,1,0,1
283,646,0,590639,363973552,2,1,2,1
283,647,0,582913,438102512,2,1,2,1
283,668,0,461264,442265128,1,1,0,1
283,677,0,636085,301444552,2,1,2,1
283,697,0,474451,291503344,1,1,0,1
283,698,0,467473,366799176,1,1,0,1
283,707,0,607172,231456088,2,1,2,1
283,727,0,476946,518523280,1,1,0,1
283,737,0,626847,516427296,2,1,2,1
283,757,0,468879,449127336,1,1,0,1
283,758,0,547224,514337048,1,1,0,1
283,759,0,584680,228860680,1,1,0,1
283,760,0,663758,301323864,1,1,0,1
283,761,0,1477797,373818752,2,1,0,1
283,762,0,1522864,446275296,2,1,0,1
283,789,0,591172,518070512,1,1,0,1
283,790,0,656480,232988008,1,1,0,1
283,792,0,1471090,375041904,2,1,0,1
283,793,0,1743131,442332712,2,1,0,1
283,795,0,1843281,224210960,2,1,1,1
283,796,0,1297134,298871008,2,1,0,1
283,824,0,1856970,441355480,2,1,0,1
283,825,0,1901158,508841032,2,1,0,1
283,826,0,1519924,223360312,2,1,0,1
284,285,0,338122,301875424,9,1,2,1
284,316,0,1744576,299915312,26,1,2,1
284,342,0,5723257,304136248,19,1,0,1
284,343,0,5312870,379523448,21,1,0,1
284,346,0,1886240,230065128,26,1,2,1
284,348,0,1795517,373528496,4,1,2,1
284,372,0,1700973,230923904,7,1,0,1
284,401,0,2014855,441787992,7,1,0,1
284,402,0,1927738,515529752,7,1,0,1
284,406,0,739045,436544912,3,1,1,1
284,437,0,455086,442065104,1,1,1,1
284,617,0,591378,227133376,2,1,2,1
284,647,0,553425,512125448,2,1,2,1
284,677,0,587092,372689288,2,1,2,1
284,707,0,610291,300064336,2,1,2,1
284,737,0,620866,231567144,2,1,2,1
284,758,0,1947756,225878376,4,1,0,1
284,759,0,2136000,301398688,4,1,0,1
284,760,0,2474450,369357936,4,1,0,1
284,789,0,2159447,225484336,4,1,0,1
284,790,0,2396858,299720928,4,1,0,1
284,795,0,1805553,294494304,2,1,1,1
284,823,0,585358,444765120,3,1,2,1
312,314,0,53525,226570584,1,1,0,1
312,371,0,301072,442191376,5,1,2,1
312,376,0,154615,446984736,1,1,0,1
312,437,0,324626,225837080,2,1,1,1
312,464,0,301328,236309728,5,1,1,0
312,491,0,253242,308116952,2,1,2,1
312,494,0,337115,517644536,4,1,2,1
312,516,0,258823,302261624,1,1,2,2
312,519,0,277110,512507880,3,1,2,1
312,521,0,259453,294930960,2,1,2,1
312,524,0,521748,512660600,3,1,2,1
312,526,0,1089493,236339440,4,1,1,1
312,545,0,724483,513607368,2,1,3,2
312,546,0,798339,581464616,3,1,2,2
312,547,0,325522,236426752,3,1,2,1
312,548,0,293582,303435632,3,1,2,1
312,549,0,288457,377899488,3,1,2,1
312,816,0,340332,441915824,2,1,2,1
312,845,0,347340,300859136,2,1,2,1
312,846,0,330173,374192816,2,1,2,1
312,875,0,366584,236114472,2,1,2,1
313,431,0,111611,441019832,8,1,1,1
313,460,0,152492,303995888,8,1,1,0
313,461,0,145134,371089880,8,1,1,0
313,490,0,177714,224457432,8,1,1,0
313,520,0,157044,516641416,6,1,1,0
313,550,0,172302,443546136,6,1,1,0
313,793,0,630077,379058160,4,1,2,1
313,795,0,358953,521115952,1,1,2,1
313,796,0,801391,235961536,4,1,2,1
313,823,0,702409,299993312,4,1,2,1
313,824,0,698889,375174296,4,1,2,1
313,825,0,728388,442838904,4,1,2,1
313,826,0,784888,518028640,4,1,2,1
314,348,0,1498151,295737904,4,1,2,1
314,406,0,512777,303792720,3,1,0,1
314,437,0,395673,297855520,1,1,1,1
314,617,0,452064,310062696,2,1,1,1
314,647,0,440461,374718368,2,1,1,1
314,677,0,491763,445184608,2,1,1,1
314,707,0,493525,516090008,2,1,1,1
314,737,0,511853,518592472,2,1,1,1
314,756,0,158933,375368752,2,1,1,1
314,823,0,329411,302942520,2,1,1,1
315,346,0,64619,227488120,35,1,1,0
315,348,0,1185122,368945648,4,1,1,1
315,437,0,371164,446482072,1,1,1,1
315,527,0,446181,298391456,2,1,1,2
316,347,0,926280,448010344,21,1,2,1
316,437,0,363340,228717376,1,1,1,1
341,343,0,744756,303581392,2,1,2,1
341,431,0,123687,301052080,2,1,2,1
341,460,0,139515,518371904,2,1,2,1
341,461,0,133783,233407432,2,1,2,1
341,490,0,147459,450206328,2,1,2,1
341,580,0,264808,580925424,2,1,2,2
341,760,0,1215886,450626888,2,1,2,2
341,761,0,1276328,524140928,2,1,3,2
341,762,0,695166,238700760,1,1,2,1
341,792,0,649218,525486328,1,1,2,1
341,793,0,680376,232926664,1,1,2,1
342,372,0,72066,233195776,71,1,0,1
342,376,0,210744,521510048,2,1,0,1
342,437,0,229525,376463256,2,1,1,1
342,464,0,167508,443274048,5,1,1,0
342,491,0,321862,512748032,4,1,1,1
342,494,0,223576,365348128,4,1,2,1
342,516,0,201451,447662280,1,1,2,2
342,519,0,202581,302720560,3,1,2,1
342,521,0,337436,442983864,4,1,1,1
342,524,0,366079,299092344,3,1,2,1
342,526,0,1257140,441349976,6,1,1,1
342,545,0,631651,301392984,2,1,3,2
342,546,0,763851,375747200,3,1,2,2
342,547,0,241898,442661592,3,1,2,1
342,548,0,215121,517011568,3,1,2,1
342,549,0,215312,231553416,3,1,2,1
342,584,0,1158793,523460528,3,1,0,1
342,586,0,1471461,304243048,5,1,0,1
342,616,0,1751652,236182960,5,1,1,1
342,646,0,1793229,521275232,5,1,1,1
342,676,0,1561169,509767344,4,1,1,1
342,706,0,1639656,437275240,4,1,1,1
342,797,0,480227,303918632,2,1,2,1
342,827,0,536033,235080672,2,1,2,1
342,828,0,509598,301235752,2,1,2,1
342,858,0,552592,225145384,2,1,2,1
342,859,0,491791,300747416,2,1,2,1
342,889,0,512127,518456072,2,1,2,1
342,890,0,505029,233311808,2,1,2,1
343,376,0,159974,305710336,2,1,0,1
343,431,0,93033,514640072,8,1,1,1
343,437,0,195412,231030256,2,1,1,1
343,460,0,132588,373811120,8,1,1,0
343,461,0,127143,448052448,8,1,1,0
343,464,0,128394,303896392,5,1,1,0
343,490,0,149497,300405872,8,1,1,0
343,494,0,174077,225731208,4,1,2,1
343,520,0,134941,229576944,6,1,1,0
343,524,0,263505,518333688,3,1,2,1
343,526,0,1141911,300199744,6,1,1,1
343,550,0,170267,515258720,6,1,1,0
343,584,0,1136783,366604800,3,1,0,1
343,586,0,1372862,515304872,5,1,0,1
343,616,0,1688300,441963256,5,1,1,1
343,646,0,1704307,304867232,5,1,1,1
343,676,0,1518182,297809336,4,1,1,1
343,706,0,1598799,582786632,4,1,1,1
344,372,0,631585,307146240,2,1,0,1
344,374,0,48160,449612088,49,1,0,1
344,401,0,716021,517990344,2,1,0,1
344,402,0,704542,225471320,2,1,0,1
344,406,0,178839,510376208,3,1,0,1
344,431,0,736826,381177368,2,1,0,1
344,437,0,173986,448515400,2,1,1,1
344,460,0,759847,233546848,2,1,0,1
344,461,0,759191,301018768,2,1,0,1
344,464,0,111134,518443616,5,1,1,0
344,490,0,764929,514799416,2,1,0,1
344,494,0,166270,380626416,4,1,2,1
344,520,0,489336,377229536,1,1,0,1
344,524,0,259632,302415208,3,1,2,1
344,526,0,1105488,445068728,6,1,1,1
344,527,0,865237,512636064,2,1,0,1
344,550,0,452119,297761224,1,1,0,1
344,579,0,472689,450714000,1,1,0,1
344,580,0,473175,525921600,1,1,0,1
344,609,0,558773,375228760,1,1,0,1
344,638,0,465422,582540584,1,1,0,1
344,639,0,469732,238480296,1,1,0,1
344,668,0,476568,445030424,1,1,0,1
344,697,0,484611,296757328,1,1,0,1
344,698,0,470074,371633392,1,1,0,1
344,727,0,486934,237457496,1,1,0,1
344,757,0,483140,517856728,1,1,0,1
344,758,0,544581,232664864,1,1,0,1
344,759,0,582884,300141856,1,1,0,1
344,760,0,667677,375110408,1,1,0,1
344,761,0,1474939,442584128,2,1,0,1
344,762,0,1629278,517562408,2,1,0,1
344,789,0,592737,582263208,1,1,0,1
344,790,0,660405,238269792,1,1,0,1
344,795,0,1856487,231044744,2,1,1,1
344,823,0,792162,374397048,2,1,1,1
345,372,0,611528,237156992,2,1,0,1
345,374,0,21182,383359264,1,1,0,1
345,375,0,17192,449150512,3,1,0,1
345,376,0,63841,522240256,2,1,1,1
345,401,0,722038,515438840,2,1,0,1
345,402,0,692503,230273664,2,1,0,1
345,431,0,775734,443846408,2,1,0,1
345,460,0,728348,298793040,2,1,0,1
345,461,0,727756,371042312,2,1,0,1
345,490,0,741471,236300400,2,1,0,1
345,520,0,437709,513501768,1,1,0,1
345,550,0,434648,438247168,1,1,0,1
345,579,0,494781,237145120,1,1,0,1
345,580,0,442897,310236680,1,1,0,1
345,609,0,443126,225880600,1,1,0,1
345,638,0,458778,441235184,1,1,0,1
345,639,0,451627,515610952,1,1,0,1
345,668,0,461274,373478848,1,1,0,1
345,697,0,467728,583054056,1,1,0,1
345,698,0,460187,237932944,1,1,0,1
345,727,0,465028,449123240,1,1,0,1
345,757,0,467150,441720696,1,1,0,1
345,758,0,531070,516271672,1,1,0,1
345,759,0,570043,583376168,1,1,0,1
345,760,0,635068,239312208,1,1,0,1
345,761,0,1470879,306601984,2,1,0,1
345,762,0,1534923,381370968,2,1,0,1
345,789,0,602450,449434176,1,1,0,1
345,790,0,606220,516911400,1,1,0,1
345,792,0,1458235,299732440,2,1,0,1
345,793,0,1719668,375028432,2,1,0,1
345,796,0,1236419,225303256,2,1,0,1
345,824,0,1836160,308318736,2,1,0,1
345,825,0,1829301,382879352,2,1,0,1
345,826,0,1481608,449985176,2,1,0,1
346,437,0,334671,582475488,1,1,1,1
347,376,0,114434,374093352,3,1,1,1
347,437,0,506080,304721368,14,1,2,1
347,497,0,265276,516982712,1,1,0,1
347,526,0,1744276,375715840,13,1,2,1
347,527,0,340795,453479208,1,1,0,1
347,556,0,1703949,446688112,12,1,2,1
347,586,0,1678341,228236136,11,1,2,1
347,616,0,1757035,235472856,9,1,2,1
347,646,0,1509213,527245080,9,1,2,1
347,676,0,1395066,448814712,8,1,2,1
347,706,0,1411857,378374400,7,1,2,1
371,431,0,102098,299316768,2,1,2,1
371,460,0,107692,521142208,2,1,2,1
371,461,0,105962,235717104,2,1,2,1
371,490,0,108925,451465600,2,1,2,1
371,580,0,247026,237918232,2,1,2,2
371,760,0,1180372,524480136,2,1,2,2
371,761,0,1242364,239072832,2,1,3,2
371,762,0,587176,305986776,1,1,2,1
371,792,0,601188,237788992,1,1,2,1
371,793,0,627581,310567608,1,1,2,1
372,401,0,135213,380048080,67,1,1,0
372,516,0,192595,509834536,1,1,2,2
372,519,0,184884,312381880,3,1,2,1
372,544,0,397219,296718728,1,1,3,2
372,545,0,622506,370962816,2,1,3,2
372,546,0,1229454,437773416,3,1,2,2
372,547,0,338663,512014800,3,1,2,1
372,548,0,326599,586260176,3,1,2,1
372,549,0,196892,239977152,3,1,2,1
372,756,0,1367832,303427352,43,1,1,1
372,794,0,215373,381895048,1,1,2,1
372,797,0,542836,236223752,2,1,2,1
372,827,0,520384,527232112,2,1,2,1
372,828,0,536339,232702264,2,1,2,1
372,858,0,574369,518996712,2,1,2,1
372,859,0,487644,234411032,2,1,2,1
372,889,0,493814,511939664,2,1,2,1
372,890,0,492273,586906360,2,1,2,1
374,376,0,343067,301646592,1,1,0,1
374,406,0,39076,586655440,1,1,1,1
374,437,0,147550,519289128,2,1,1,1
374,494,0,176662,450891968,9,1,2,1
374,736,0,1236364,235063720,3,1,0,1
374,795,0,430471,379039880,1,1,1,1
375,436,0,275899,372346960,25,1,1,0
375,437,0,163243,446275248,2,1,1,1
375,466,0,496621,238330568,19,1,2,1
375,527,0,552329,228045320,2,1,0,1
375,795,0,1169723,451784120,2,1,1,1
376,405,0,42872,381789200,1,1,0,1
376,407,0,76014,521058360,1,1,2,2
376,467,0,124963,230327856,1,1,2,2
376,617,0,257324,448712216,2,1,1,1
376,647,0,284662,380425400,2,1,1,1
376,677,0,303643,309976936,2,1,1,1
376,707,0,298727,235471840,2,1,1,1
376,737,0,322047,520800560,2,1,1,1
376,766,0,1015580,446281632,2,1,1,1
376,795,0,1175212,237347288,2,1,2,1
376,796,0,1009716,310121600,2,1,1,1
376,826,0,1094009,295498416,2,1,2,1
377,378,0,24973,444720704,14,1,0,1
377,401,0,1010027,230503544,1,1,1,1
377,402,0,1092774,304112120,1,1,1,1
377,431,0,911104,519062448,1,1,1,1
377,460,0,968035,376067128,1,1,1,1
377,461,0,885201,450132704,1,1,1,1
377,490,0,1021064,308883112,1,1,1,1
377,520,0,1121448,240169048,1,1,1,1
377,526,0,3617471,308735104,36,1,2,1
377,527,0,1484106,380985040,8,1,0,1
377,550,0,889017,229157536,1,1,1,1
377,556,0,3717984,241285680,34,1,2,1
377,579,0,1018591,445328640,1,1,1,1
377,580,0,1023581,512901896,1,1,1,1
377,586,0,3799613,521549416,33,1,2,1
377,609,0,855345,307622360,1,1,1,1
377,616,0,5519779,449842912,31,1,2,1
377,638,0,820967,584261616,1,1,1,1
377,639,0,995801,239805640,1,1,1,1
377,668,0,935585,518002224,1,1,1,1
377,676,0,3986166,310566608,30,1,2,1
377,697,0,778470,374219856,1,1,1,1
377,698,0,911277,441415800,1,1,1,1
377,706,0,3194479,235645288,21,1,2,1
377,727,0,968190,305120712,1,1,1,1
377,736,0,1641020,230082136,10,1,2,1
377,737,0,666758,304452024,4,1,2,1
377,757,0,798326,233756448,1,1,1,1
377,758,0,850173,306185464,1,1,1,2
377,759,0,826705,378614096,1,1,1,2
377,760,0,794713,451042032,1,1,1,1
377,761,0,1533222,523466320,2,1,1,1
377,762,0,1627462,238313928,2,1,1,1
377,789,0,816862,307647064,1,1,1,1
377,790,0,814855,380316824,1,1,1,1
377,792,0,1459603,525626600,2,1,1,1
377,793,0,1369294,232817064,2,1,1,1
377,824,0,1342528,237157648,2,1,1,1
377,825,0,1329891,311512616,2,1,1,1
378,737,0,598566,232662616,4,1,2,1
401,402,0,56166,374008520,59,1,0,1
401,461,0,1297834,525829656,68,1,0,1
401,491,0,512616,454890984,5,1,0,1
401,492,0,113532,527981480,1,1,0,1
401,493,0,239244,235201136,1,1,2,2
401,516,0,186260,445853752,1,1,2,2
401,519,0,185168,242808808,3,1,2,1
401,521,0,547922,384069504,5,1,0,1
401,522,0,133494,458411208,1,1,0,1
401,545,0,606228,237164240,2,1,3,2
401,546,0,710624,310768720,3,1,2,2
401,547,0,198433,384373208,3,1,2,1
401,548,0,175464,450624624,3,1,2,1
401,549,0,169502,524242016,3,1,2,1
401,580,0,3190749,527834416,52,1,1,1
401,794,0,203517,381980104,1,1,2,1
401,797,0,545994,236450872,2,1,2,1
401,827,0,537746,515642472,2,1,2,1
401,828,0,549747,589299272,2,1,2,1
401,858,0,576048,456295256,2,1,2,1
401,859,0,477432,523686984,2,1,2,1
401,889,0,506518,451130288,2,1,2,1
401,890,0,506112,518512512,2,1,2,1
402,431,0,143333,305613800,64,1,1,1
402,516,0,187377,444959032,1,1,2,2
402,519,0,188101,241113352,3,1,2,1
402,544,0,397703,233426232,1,1,3,2
402,545,0,601804,299576592,2,1,3,2
402,546,0,700760,373104064,3,1,2,2
402,547,0,208504,446606640,3,1,2,1
402,548,0,187743,512768456,3,1,2,1
402,549,0,181340,232242464,3,1,2,1
402,756,0,1260539,521372584,43,1,1,1
402,794,0,209476,303257936,1,1,2,1
402,797,0,500430,514609552,2,1,2,2
402,827,0,531249,447232728,2,1,2,2
402,828,0,532838,522095000,2,1,2,2
402,858,0,454131,445033008,2,1,2,2
402,859,0,498056,519580936,2,1,2,2
402,889,0,473532,385267928,2,1,2,2
402,890,0,472819,450951152,2,1,2,2
404,494,0,133316,441609432,9,1,2,1
404,526,0,311717,304773432,1,1,2,2
405,406,0,18936,524307936,3,1,0,1
405,434,0,70513,305326312,1,1,0,1
405,436,0,107087,452561664,32,1,1,0
405,437,0,99666,518810504,2,1,1,1
405,706,0,950190,520294952,4,1,2,1
406,407,0,17713,296929960,2,1,0,1
406,408,0,194969,368974896,3,1,0,1
406,438,0,284739,309565984,3,1,1,1
406,468,0,311540,237756136,3,1,1,1
406,495,0,123283,309677048,2,1,1,1
406,498,0,373553,527672144,3,1,1,1
406,526,0,138352,308157720,2,1,1,1
406,528,0,257740,450224232,2,1,1,1
406,557,0,297568,306157152,2,1,1,1
406,587,0,327869,525925224,2,1,1,1
406,617,0,327090,447259472,2,1,1,1
406,647,0,341594,311591608,2,1,1,1
406,676,0,565823,526477344,2,1,1,1
406,706,0,277848,447613768,1,1,1,1
407,466,0,1857793,306033600,38,1,1,1
407,467,0,678063,373231448,41,1,1,1
407,496,0,3239804,236920512,38,1,2,1
407,497,0,143936,303271088,1,1,1,1
407,526,0,3416156,521317200,36,1,2,1
407,556,0,3447653,448607512,34,1,2,1
407,586,0,3540982,382985736,33,1,2,1
407,616,0,3542703,314200512,31,1,2,1
407,707,0,917562,516427752,7,1,1,1
407,736,0,1609828,308148696,10,1,2,1
407,766,0,1605770,230681144,10,1,2,1
407,795,0,931877,384788992,4,1,2,1
407,796,0,1528526,451890520,9,1,2,1
407,826,0,1179458,382810576,6,1,2,1
408,438,0,27907,378232208,24,1,0,1
408,468,0,360866,303613176,17,1,1,1
408,736,0,2528726,517756872,4,1,1,1
408,737,0,558784,232257536,4,1,2,1
431,460,0,79059,443411080,69,1,1,0
431,461,0,348393,518067096,70,1,0,1
431,491,0,448953,383242424,5,1,0,1
431,492,0,100586,456754280,1,1,0,1
431,493,0,198096,530255480,1,1,2,2
431,516,0,184010,370193512,1,1,2,2
431,519,0,138277,587539568,3,1,2,1
431,521,0,465054,315496744,5,1,0,1
431,522,0,120578,387951784,1,1,0,1
431,544,0,642188,522377632,1,1,3,2
431,545,0,592519,238197408,2,1,3,2
431,546,0,692773,306243880,3,1,2,2
431,547,0,186463,381842664,3,1,2,1
431,548,0,162069,449878064,3,1,2,1
431,549,0,151986,517925864,3,1,2,1
431,580,0,3079801,455422624,53,1,1,1
431,756,0,1171803,455472152,46,1,1,0
431,786,0,227399,385331872,5,1,1,0
431,794,0,195304,230569344,1,1,2,1
431,797,0,514764,453319864,2,1,2,1
431,827,0,538488,376160664,2,1,2,1
431,828,0,551352,450405416,2,1,2,1
431,858,0,578713,377004712,2,1,2,1
431,859,0,551432,451152560,2,1,2,1
431,889,0,475403,380229016,2,1,2,1
431,890,0,585844,454286000,2,1,2,1
434,464,0,21064,302395616,12,1,1,0
434,494,0,99734,241394432,10,1,2,1
434,526,0,289958,307466816,1,1,2,2
435,437,0,86101,380906320,2,1,1,1
435,706,0,917899,309317264,4,1,2,1
436,706,0,849362,387050936,4,1,1,1
437,707,0,1210413,380812160,7,1,1,1
438,497,0,626375,529630192,3,1,0,1
438,592,0,510741,309157664,1,1,0,1
438,593,0,712172,385416352,2,1,0,1
438,617,0,359859,384087320,7,1,1,1
438,621,0,598345,309566472,1,1,0,1
438,622,0,565672,384765200,1,1,0,1
438,647,0,393108,452433736,7,1,1,1
438,649,0,538271,243498208,1,1,0,1
438,650,0,544497,313868360,1,1,0,1
438,651,0,608176,384225568,1,1,0,1
438,736,0,1889658,240353112,4,1,1,1
438,737,0,532755,314494152,4,1,2,1
460,516,0,170444,310317544,1,1,2,2
460,519,0,125609,518200408,3,1,2,1
460,544,0,372244,449222264,1,1,3,2
460,545,0,563486,524300128,2,1,3,2
460,546,0,683262,231584784,3,1,2,2
460,547,0,173264,304888096,3,1,2,1
460,548,0,141461,378179296,3,1,2,1
460,549,0,137362,444150816,3,1,2,1
460,580,0,2829532,450361656,53,1,1,1
460,756,0,1085308,452744488,46,1,1,0
460,786,0,193181,380326512,5,1,1,0
460,794,0,198763,533083840,1,1,2,1
460,797,0,490871,387448840,2,1,2,1
460,827,0,520592,311806424,2,1,2,1
460,828,0,559052,379281616,2,1,2,1
460,858,0,549430,242993512,2,1,2,1
460,859,0,536139,317754048,2,1,2,1
460,889,0,558090,236307944,2,1,2,1
460,890,0,557319,311276504,2,1,2,1
461,492,0,55444,525386560,1,1,0,1
461,493,0,176474,240301576,1,1,2,2
461,516,0,175857,379710192,1,1,2,2
461,519,0,221137,237120472,3,1,2,1
461,521,0,436247,379593568,5,1,0,1
461,522,0,72941,447090104,1,1,0,1
461,544,0,381848,517263144,1,1,3,2
461,545,0,578385,592543592,2,1,3,2
461,546,0,678375,240566568,3,1,2,2
461,547,0,181526,315442144,3,1,2,1
461,548,0,152455,382836200,3,1,2,1
461,549,0,143040,457714592,3,1,2,1
461,580,0,3040474,454580520,53,1,1,1
461,756,0,1139517,238718728,46,1,1,0
461,786,0,208529,532516280,5,1,1,0
461,794,0,191006,387175896,1,1,2,1
461,797,0,525180,244917112,2,1,2,1
461,827,0,524329,589799048,2,1,2,1
461,828,0,554724,242970144,2,1,2,1
461,858,0,555468,233896688,2,1,2,1
461,859,0,466243,309270088,2,1,2,1
461,889,0,489312,592543304,2,1,2,1
461,890,0,506034,240460736,2,1,2,1
464,496,0,198146,524228248,3,1,0,1
464,526,0,407518,451143704,2,1,1,1
466,490,0,498082,382390736,1,1,0,1
466,706,0,4102347,244166160,29,1,1,1
466,707,0,945143,315683032,10,1,1,1
466,796,0,4226426,448497320,16,1,1,1
467,468,0,95516,231670976,1,1,0,1
467,490,0,536351,383390680,1,1,1,1
468,497,0,162100,235516008,3,1,0,1
468,557,0,526975,447475104,9,1,1,1
468,587,0,946145,378144752,9,1,2,1
468,592,0,460262,374340680,1,1,0,1
468,593,0,661452,448478368,2,1,0,1
468,621,0,527932,589718928,1,1,0,1
468,622,0,509323,244691576,1,1,0,1
468,649,0,483899,319120256,1,1,0,1
468,650,0,490329,386215528,1,1,0,1
468,651,0,507651,460774368,1,1,0,1
