R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG
531,535,0,9105307,233829848,103,107,157,62
534,596,0,16220641,493495968,133,107,104,92
646,650,0,3120695,497348168,101,107,106,9
658,688,0,5819780,431827040,59,107,11,108
505,530,0,4377567,362751752,22,106,114,79
533,596,0,13998709,363183328,86,102,102,94
623,654,0,5990057,429868296,91,102,28,76
445,535,0,11287832,351255856,105,100,68,89
533,563,0,9599861,363844080,227,100,4,100
380,410,0,2674416,217840424,141,99,0,99
415,445,0,3327871,420925176,244,99,99,1
500,562,0,4455105,297629656,16,99,57,96
681,711,0,4071749,367506968,341,99,98,21
441,471,0,2407619,358335656,128,98,0,98
567,597,0,2864814,233235912,118,98,84,15
596,626,0,11869566,494539496,188,98,27,92
415,475,0,25679410,219221240,233,97,70,103
521,554,0,4690617,299333912,138,97,100,16
535,597,0,11773102,296222816,129,97,68,75
325,416,0,4756092,222188688,58,96,100,75
530,563,0,6041559,297299904,24,96,55,76
594,656,0,21446890,494941432,131,96,11,89
595,626,0,21532494,436882624,192,96,11,87
502,562,0,10065548,492695696,76,95,21,93
614,648,0,4801862,301989832,82,95,94,12
562,622,0,3168211,559424288,24,94,40,62
472,532,0,9556439,496100912,92,93,10,89
475,505,0,6486981,489631568,422,93,94,6
531,560,0,5323423,427712688,104,93,20,80
536,567,0,5471845,492027936,91,93,6,91
655,686,0,8987585,301973088,87,93,32,90
676,680,0,5111409,496454792,73,93,86,24
498,530,0,4610961,294861648,296,92,90,11
530,565,0,6863925,433770904,27,92,93,75
561,650,0,6080646,492957896,85,92,78,25
504,535,0,2072616,489409040,121,91,90,9
532,563,0,4766995,556256328,65,91,47,74
535,563,0,4376183,231600832,35,91,57,91
563,594,0,17409019,557575968,260,90,8,86
325,535,0,4087678,480236488,19,89,87,85
350,380,0,1404451,417733752,87,89,0,89
479,567,0,1281884,423869344,47,89,88,5
624,655,0,5405602,495697000,116,89,4,87
650,681,0,4304732,432467048,46,89,55,87
500,531,0,4967170,426305696,105,88,64,55
504,530,0,5263630,491450376,46,88,130,49
506,536,0,1948880,224428736,80,88,3,88
537,568,0,2393775,491098344,64,88,15,74
563,593,0,4155971,492931744,160,88,1,88
563,625,0,18937106,428176952,136,88,32,60
711,715,0,6357481,440015800,99,88,78,22
325,386,0,3164458,416786232,73,87,91,79
718,747,0,5119787,434469840,46,87,29,79
435,468,0,4119104,421385408,96,85,88,38
534,627,0,11720439,364865960,65,85,84,89
680,710,0,5958603,432363080,211,85,9,82
416,535,0,5598190,485666600,78,84,82,57
443,473,0,1021113,487906080,65,84,3,83
445,534,0,4851330,286422920,45,84,75,77
626,657,0,11180860,431050584,244,84,79,19
471,561,0,13370636,360681408,74,83,53,84
508,567,0,3615879,230495848,84,83,80,18
614,649,0,2345983,366819280,65,83,82,3
416,475,0,3717797,486517344,164,82,83,11
655,685,0,4063937,229936400,224,82,46,38
325,356,0,4272899,285745120,178,81,80,74
533,627,0,8481019,234729688,42,81,11,83
568,598,0,2221760,363078608,77,81,0,81
629,658,0,929173,429812064,86,81,77,4
445,533,0,5077239,221588896,42,80,71,49
531,595,0,7317538,231572592,29,80,56,69
532,595,0,5639127,492590456,32,80,74,67
533,595,0,14116821,298545624,92,80,51,78
567,596,0,5720344,494336048,76,80,9,77
532,565,0,8111867,298540408,80,79,76,48
658,687,0,12306758,366996360,203,79,22,78
386,535,0,4530874,227144368,76,78,77,51
531,565,0,9960637,425089064,65,78,67,38
559,591,0,5290057,557190584,64,78,89,56
627,657,0,8376408,228666520,70,78,13,75
621,651,0,4760799,366644296,279,77,11,71
675,679,0,12218098,230575688,113,77,42,42
265,415,0,2884766,283844688,16,76,72,28
533,561,0,2352964,233990408,14,76,36,75
565,626,0,5278406,363487520,42,76,69,68
593,655,0,13164180,299183432,85,76,6,74
614,650,0,2062277,431648080,59,76,75,9
434,468,0,10451248,290734240,82,75,78,74
445,505,0,17195412,551405640,253,75,15,71
561,624,0,13962887,227372200,75,75,36,71
613,644,0,3054018,495640600,84,75,74,42
530,595,0,5465409,233534208,14,74,84,72
565,628,0,3394268,493343256,111,74,75,14
416,533,0,3331045,356005160,29,73,76,39
508,537,0,2114259,425729360,122,73,70,43
562,621,0,5710167,487387624,53,73,20,68
590,621,0,2085810,430246240,28,73,43,70
658,686,0,4310308,294962848,38,73,72,65
265,475,0,2599140,274508360,17,72,69,25
356,535,0,6331584,484076552,78,72,69,52
411,441,0,1125835,484968584,83,72,0,72
505,565,0,6943658,491518864,184,72,61,26
530,596,0,5205470,298367640,22,72,92,62
592,623,0,3911455,494766928,165,72,63,58
350,410,0,6723835,221145512,73,71,3,71
415,534,0,4809099,485030712,46,71,64,68
505,596,0,6160274,362150776,140,71,67,17
506,535,0,3138330,492694848,51,71,43,71
535,595,0,10080693,492571872,115,71,102,68
537,598,0,5589870,290958008,53,71,14,71
561,594,0,9754447,427468176,52,71,51,70
561,680,0,4834630,298393448,59,71,61,31
595,657,0,6210389,302276104,54,71,58,35
718,748,0,5940992,499110344,97,71,26,63
719,748,0,4710900,433689928,89,71,19,71
386,533,0,3189747,485062040,27,70,73,36
437,498,0,4516649,286228424,100,70,69,28
530,559,0,4658660,426663744,64,70,43,65
553,584,0,1930164,226264072,49,70,43,71
563,626,0,3768140,493102176,61,70,65,18
355,475,0,9173868,281478224,56,69,32,46
502,533,0,6248021,424712248,80,69,37,60
560,621,0,9142590,232929064,42,69,17,68
386,534,0,3558455,549895360,31,68,67,52
441,501,0,11352577,552379040,102,68,1,68
445,504,0,1994752,486666960,34,68,61,27
535,628,0,7155235,494281312,59,68,66,48
558,590,0,12093903,557632008,132,68,30,60
748,778,0,1361588,238474488,107,68,17,57
437,468,0,7162047,487047792,190,67,55,43
499,533,0,4118480,361710832,41,67,75,26
534,628,0,6914922,429503120,36,67,67,67
568,599,0,2156499,427815248,37,67,8,67
592,624,0,8933495,559599712,110,67,27,65
595,628,0,6227301,232737168,76,67,67,23
622,651,0,1944757,496193688,32,67,47,44
689,718,0,2400743,301355848,58,67,23,57
501,560,0,6761622,298490512,53,66,61,65
502,563,0,3892631,224169136,33,66,70,63
534,595,0,13410380,428566864,143,66,55,61
535,596,0,11644888,231295320,192,66,97,58
558,591,0,7424702,235135520,66,66,71,58
595,627,0,6497467,501619344,159,66,65,6
627,687,0,5598659,367471504,39,66,55,65
415,533,0,5441839,420298216,45,65,60,43
529,560,0,11488320,428015000,250,65,40,63
562,592,0,8621678,364834200,503,65,56,15
562,623,0,6288746,237032616,126,65,46,64
565,658,0,1619352,292895904,35,65,65,12
599,629,0,1636954,365920552,60,65,4,64
716,747,0,1293375,434185328,20,65,53,45
717,746,0,1717099,432402144,19,65,58,66
620,651,0,2362503,560667760,44,64,9,64
651,683,0,4063327,237764992,125,64,55,22
741,775,0,2582930,370089880,86,64,62,22
324,505,0,3422887,544075240,20,63,68,24
356,534,0,3540535,419243912,33,63,63,52
500,532,0,3434534,498128016,52,63,55,56
504,533,0,16659524,359930632,249,63,60,49
534,597,0,6863574,224861896,60,63,57,51
554,584,0,3124022,491719296,210,63,6,63
593,656,0,9223834,364015752,62,63,15,54
613,650,0,1798593,497320336,51,63,62,3
614,646,0,3724017,559866984,178,63,65,13
326,505,0,3039936,352327544,59,62,65,16
352,382,0,468815,215759376,51,62,62,1
411,471,0,6542201,284476960,69,62,4,60
469,499,0,1196872,352116016,98,62,2,60
476,506,0,716307,490579600,60,62,3,61
502,531,0,4300023,295237272,85,62,73,56
529,561,0,37303099,492656928,290,62,65,59
534,560,0,2599645,298961104,24,62,40,35
563,591,0,1318589,363643304,34,62,63,36
680,684,0,4153480,504779320,32,62,27,58
687,746,0,1956457,497983848,5,62,72,65
295,386,0,1055462,415543992,28,61,59,15
324,445,0,5966965,213871816,34,61,65,35
415,505,0,21001492,357592304,228,61,53,57
416,534,0,3045334,420835768,44,61,60,57
472,562,0,6448759,296569312,45,61,9,61
498,531,0,2633196,359600384,72,61,59,19
499,534,0,6164655,426544048,32,61,72,42
529,534,0,7277395,557212352,46,61,74,41
529,562,0,18621335,231105928,112,61,60,59
532,596,0,6377668,557423312,63,61,86,37
533,628,0,4730047,299561984,23,61,62,59
561,622,0,2379792,431209176,17,61,38,47
563,595,0,10836835,234737648,162,61,20,56
597,656,0,3676638,238670352,50,61,57,62
355,445,0,6561240,481606168,68,60,22,48
434,499,0,7481392,489411616,38,60,60,63
435,498,0,1974277,221526168,55,60,60,29
499,593,0,6944450,360311416,49,60,59,54
535,627,0,7815585,429446984,132,60,90,43
597,658,0,1762026,368329520,30,60,57,35
612,646,0,1624169,237461936,66,60,64,7
623,653,0,2900930,365129944,135,60,46,19
625,687,0,9872395,365373736,95,60,18,55
651,681,0,3198187,495652920,215,60,6,59
470,562,0,3497676,491424528,14,59,39,59
472,533,0,7325543,227936624,60,59,31,58
479,537,0,1174552,231665080,80,59,56,4
499,562,0,18685778,491228120,104,59,46,57
529,593,0,8568185,428465232,58,59,60,60
561,623,0,8342655,496040816,128,59,55,59
626,687,0,6522721,228822248,156,59,58,17
678,710,0,2573018,496190560,48,59,41,50
686,717,0,2797857,561856912,57,59,41,49
434,498,0,8870204,424579952,49,58,52,53
474,505,0,1657999,425993600,48,58,52,28
500,533,0,2639151,229257304,33,58,54,48
505,536,0,1896048,425577824,31,58,35,55
522,556,0,3086819,289846016,127,58,58,6
533,560,0,5034830,556445512,52,58,30,45
565,627,0,6258900,428414968,254,58,58,1
567,599,0,1950197,362713128,26,58,18,49
628,659,0,2604415,432827608,59,58,15,53
681,686,0,3306813,498827056,17,58,49,47
265,445,0,3889516,475377240,33,57,54,24
326,535,0,1680907,545250536,12,57,63,53
505,597,0,6840422,426982080,118,57,44,27
560,651,0,3540897,365980712,20,57,29,54
561,710,0,8066855,430473096,28,57,11,55
562,656,0,7681386,234875136,39,57,22,52
589,620,0,1226985,292526752,34,57,7,56
592,622,0,2737473,429935056,88,57,2,57
624,686,0,5201728,365203856,52,57,16,48
656,685,0,8628436,294916344,126,57,44,33
679,710,0,3321744,498051080,56,57,33,49
323,475,0,4394961,545778472,21,56,61,37
325,533,0,2144880,350569672,10,56,56,56
326,416,0,2064513,288589128,64,56,58,5
435,499,0,3933634,286164408,52,56,56,18
467,499,0,10599627,489636392,228,56,45,43
475,531,0,2407117,361111240,26,56,58,29
658,718,0,2893186,235817384,19,56,28,55
687,747,0,1238025,562628224,2,56,18,65
469,530,0,7696771,221957384,50,55,27,54
473,533,0,9937212,360656736,109,55,8,53
498,529,0,5498725,230123120,342,55,49,11
529,559,0,857601,363372968,36,55,2,54
557,590,0,11188053,558437080,93,55,35,47
620,681,0,3439945,365958680,33,55,44,56
647,651,0,2877982,499024232,68,55,54,9
688,747,0,2951853,303764136,27,55,53,44
706,736,0,400154,497908784,33,55,22,38
746,774,0,2583787,303740048,52,55,55,55
117,176,0,364670,340303600,26,54,53,2
324,475,0,6486233,352533752,42,54,57,35
355,505,0,4574740,418497016,49,54,39,25
470,501,0,1535856,488709712,29,54,26,54
473,505,0,1830656,352471080,37,54,52,23
501,530,0,9477764,491028376,161,54,45,54
501,532,0,3284184,295010608,59,54,43,49
501,563,0,6049645,493102240,57,54,45,55
530,627,0,2831173,557284616,11,54,49,51
558,589,0,1008393,492991960,26,54,23,49
559,590,0,7109477,492453608,166,54,42,39
596,657,0,1744837,363575544,14,54,25,53
197,204,0,2708750,212727040,3,53,127,92
295,415,0,2550137,542436232,46,53,46,24
324,415,0,6051676,415027336,42,53,59,36
325,534,0,1594829,415403112,6,53,55,63
355,415,0,4824669,288689352,78,53,14,49
445,531,0,1731036,425030552,19,53,57,24
500,534,0,2243576,294082096,9,53,59,51
536,597,0,3655542,296004064,45,53,26,50
561,625,0,6257565,292204304,29,53,37,53
562,655,0,9189939,557522600,50,53,13,50
677,710,0,5817290,431763632,41,53,30,48
679,711,0,11795698,562879928,107,53,33,43
323,445,0,4185239,352475928,24,52,57,34
325,565,0,1613856,279494960,17,52,54,24
416,565,0,1193940,283923456,53,52,51,9
499,561,0,34943864,426396960,265,52,48,50
500,593,0,2202096,555201768,10,52,41,62
502,530,0,1801858,223306640,29,52,53,38
505,628,0,3783464,298858176,48,52,48,26
530,558,0,1633840,362019984,14,52,32,52
530,597,0,2511882,363201104,13,52,55,51
533,597,0,4925632,427820784,56,52,53,37
562,595,0,7140197,232426072,53,52,35,51
611,646,0,1534860,559886080,51,52,52,10
621,652,0,914274,431382768,10,52,25,50
646,651,0,2546279,235796616,54,52,51,8
647,680,0,1930796,238481736,24,52,40,33
650,682,0,7270080,497205928,111,52,25,34
652,681,0,838558,432047832,13,52,19,46
295,505,0,2408229,284659576,38,51,48,17
320,350,0,558256,351873696,59,51,2,49
325,596,0,1466059,482711816,13,51,53,29
356,531,0,1357636,224744192,6,51,60,15
381,411,0,937319,347492352,51,51,1,51
478,508,0,686717,362474368,26,51,43,42
498,593,0,2552250,427262912,17,51,53,40
505,531,0,3375004,427592368,137,51,56,11
521,558,0,1569030,224971824,40,51,54,9
533,594,0,2501524,233781136,27,51,48,52
550,554,0,3870517,298646360,30,51,53,50
560,589,0,928827,293166208,23,51,35,29
560,681,0,3155381,557779440,19,51,40,54
656,684,0,2767126,230083784,28,51,53,44
235,415,0,1031027,544615136,10,50,49,11
356,596,0,1622206,547393720,37,50,52,8
356,627,0,1274108,416348200,15,50,52,9
504,531,0,3429737,223257640,155,50,56,11
504,560,0,1621614,298106224,26,50,52,16
531,596,0,6296450,296695288,61,50,65,30
535,564,0,5279236,296426440,209,50,37,19
595,623,0,2441549,235478048,63,50,35,24
595,687,0,3720091,495322816,35,50,51,34
623,682,0,1666185,432865960,66,50,47,6
656,718,0,1693761,295458248,19,50,20,45
687,715,0,978682,239488384,3,50,62,56
740,774,0,4239757,432508040,107,50,47,14
57,116,0,1015789,524029880,39,49,62,15
356,533,0,4104528,354411440,45,49,52,35
413,443,0,433939,218901216,48,49,2,49
415,532,0,1595653,355565824,24,49,49,14
415,597,0,1485756,284098536,19,49,49,3
468,529,0,2423361,427620144,237,49,50,5
475,502,0,2084766,287928800,15,49,23,28
476,505,0,912306,425940072,11,49,22,47
532,597,0,4260896,234771712,40,49,55,17
596,623,0,1848994,293427416,24,49,40,37
645,649,0,4665356,431999176,136,49,47,19
748,777,0,2746912,499649256,71,49,16,37
57,146,0,355684,199086040,29,48,47,3
295,445,0,4980597,348691032,49,48,43,24
295,475,0,3822066,479796920,48,48,42,24
326,534,0,1422405,480417200,11,48,52,40
375,434,0,2493791,482994432,52,48,49,27
386,532,0,1200611,413023576,20,48,50,11
439,469,0,1702986,350838536,145,48,2,48
470,531,0,8540756,287306784,85,48,31,46
471,505,0,1723001,296936480,15,48,39,22
475,532,0,2948785,425755600,50,48,44,26
557,591,0,5955283,236036120,53,48,52,46
558,588,0,1036932,428346904,89,48,38,24
560,623,0,7964697,362593248,60,48,44,48
590,681,0,2722110,365919000,27,48,43,47
596,687,0,1399782,496729832,9,48,48,56
612,645,0,1237449,559797016,87,48,49,7
618,648,0,509468,494995784,51,48,0,48
659,688,0,5083477,295723248,106,48,14,46
686,715,0,1377240,432579704,24,48,44,33
323,415,0,3910533,219829848,28,47,53,34
386,565,0,1327113,418658648,57,47,47,4
470,533,0,4584242,424177176,29,47,36,43
498,533,0,2888988,489078680,24,47,57,24
504,565,0,1801950,289363328,77,47,45,9
505,627,0,3392341,234030288,112,47,44,11
535,626,0,3474923,364487320,29,47,51,39
556,589,0,1596495,427894992,9,47,20,45
561,590,0,6234270,494043040,270,47,41,32
561,591,0,8165122,232970120,248,47,10,43
562,651,0,2902162,291760368,32,47,26,43
567,626,0,2582702,300844176,30,47,20,47
626,686,0,2565562,497217640,22,47,39,53
674,678,0,9678334,238416736,102,47,15,39
770,774,0,1206223,516947880,12,47,47,35
235,505,0,910946,409766392,7,46,46,15
265,505,0,3363172,412918608,38,46,44,14
356,565,0,1863899,289542584,53,46,46,6
386,597,0,987897,354282672,19,46,48,6
437,467,0,3063113,422217544,359,46,2,44
439,470,0,917711,422664184,26,46,28,46
441,561,0,7120783,488128600,39,46,27,45
498,534,0,3013944,553818160,13,46,55,28
505,560,0,2718697,555014728,36,46,48,19
506,534,0,1379743,427867344,14,46,37,46
523,560,0,2648023,298179224,30,46,49,28
531,594,0,7517393,492767056,66,46,39,45
534,561,0,1576768,363604792,13,46,17,41
535,562,0,1426621,492778496,17,46,34,35
536,598,0,4035440,360927168,47,46,7,46
556,590,0,11502951,492623096,77,46,36,40
561,595,0,2814588,492300296,14,46,43,47
561,620,0,5478634,301545752,179,46,41,20
567,625,0,1838082,236014408,23,46,23,37
593,626,0,2364366,559849736,31,46,48,17
597,655,0,5949471,560961376,47,46,11,43
628,687,0,2099431,495032720,31,46,39,32
654,685,0,2961692,433350840,59,46,15,37
680,740,0,5307125,231582584,46,46,6,46
685,717,0,883264,301312104,6,46,44,46
235,445,0,1554753,273004096,13,45,44,10
323,505,0,3255328,349491936,19,45,52,22
326,445,0,5127502,415666920,84,45,49,16
381,441,0,2473351,485419056,35,45,6,43
468,533,0,2527759,353154024,11,45,50,31
470,505,0,2572803,360213136,13,45,30,46
472,563,0,1546204,361395400,16,45,58,34
530,594,0,3076594,556675944,14,45,35,47
537,597,0,1919390,226126848,23,45,30,44
561,621,0,15986822,366377256,165,45,15,39
563,592,0,2388634,428287696,176,45,39,12
594,687,0,5317895,367383816,43,45,17,40
626,684,0,2591925,367740328,18,45,10,40
644,650,0,1129241,433508232,21,45,44,11
652,685,0,1065923,365378632,20,45,40,27
684,715,0,1184721,561877056,28,45,36,20
688,716,0,1875742,435111576,15,45,44,33
708,738,0,400678,498088888,39,45,17,29
710,769,0,1375806,306685208,27,45,32,21
766,796,0,357001,368184976,40,45,28,26
169,234,0,1107026,409710624,1,44,55,59
235,475,0,1210615,347857576,13,44,43,11
265,386,0,1567184,209374472,41,44,43,10
324,386,0,893695,288043576,32,44,51,12
326,475,0,4807462,213667032,83,44,46,20
356,597,0,1027350,225034352,18,44,46,4
386,531,0,1237162,348190864,15,44,53,14
475,530,0,2128272,296466872,12,44,46,34
475,565,0,3486683,425312888,87,44,38,19
478,537,0,818398,487967264,12,44,34,27
502,561,0,3643728,427864128,49,44,29,41
557,589,0,1659241,493801768,18,44,14,43
588,618,0,484934,365933512,59,44,2,43
588,620,0,1784738,495222696,26,44,6,43
592,621,0,1592217,357815120,59,44,20,33
594,655,0,2998531,430201664,75,44,37,15
596,624,0,2189028,358070528,50,44,42,37
596,629,0,1240911,300764488,11,44,33,53
598,629,0,4476640,560302296,88,44,3,43
612,647,0,1085004,302104184,56,44,43,3
620,624,0,2602292,228423160,23,44,47,44
623,655,0,3418766,494608784,61,44,33,37
646,676,0,715010,430701336,17,44,1,44
651,685,0,1641772,367048496,22,44,36,19
685,715,0,911569,504574712,97,44,38,18
689,717,0,3257137,236431208,64,44,37,35
689,719,0,778504,366280008,29,44,8,43
709,740,0,610919,434444032,14,44,31,42
710,714,0,4809802,304241024,47,44,19,40
717,748,0,1112727,562076624,35,44,38,29
320,380,0,2478377,544783344,52,43,3,41
324,535,0,2293095,350045864,17,43,48,28
375,435,0,400900,547825768,36,43,44,1
416,532,0,1175531,283971584,27,43,44,7
416,595,0,934324,422259592,17,43,43,10
442,473,0,560783,551326944,8,43,18,40
470,532,0,4709730,359343992,41,43,42,39
470,560,0,3037647,361765680,43,43,47,41
470,561,0,5828030,426595296,42,43,35,42
471,531,0,9525341,222681856,152,43,9,40
532,561,0,4512347,426409504,96,43,10,41
532,627,0,3238422,426947336,43,43,43,15
536,566,0,438514,427196208,84,43,42,29
536,596,0,1205198,231081496,10,43,11,45
537,599,0,2089424,355788536,26,43,19,33
548,554,0,2380114,290895800,21,43,39,29
564,595,0,8367679,232424616,212,43,5,39
610,646,0,1227701,430722432,41,43,43,6
650,740,0,2002040,366746696,9,43,37,42
657,686,0,4210556,366331272,113,43,52,23
676,712,0,2177154,431872024,28,43,37,14
678,711,0,9973157,560926088,102,43,21,40
682,686,0,3058679,303830976,26,43,23,41
710,740,0,6950103,230856056,179,43,2,43
718,746,0,1089677,369772840,3,43,26,47
117,205,0,903656,341081368,37,42,43,7
265,535,0,1230861,217192528,7,42,42,35
295,535,0,1570856,478071616,11,42,42,39
325,627,0,1099853,352089872,6,42,44,43
449,567,0,506612,422726952,8,42,42,36
470,534,0,2199489,489010880,6,42,44,42
472,503,0,874568,417868640,21,42,29,39
473,562,0,1545654,489576472,13,42,46,37
475,501,0,1412426,223096048,9,42,27,28
500,563,0,1093169,362457520,4,42,42,54
529,533,0,4535472,492385760,80,42,55,22
531,597,0,3680728,361719456,41,42,45,14
531,625,0,6523106,364136392,40,42,35,40
533,559,0,1143767,491519200,8,42,32,39
534,566,0,1382581,361146352,20,42,27,37
536,565,0,2013878,362364008,117,42,38,41
549,554,0,3405843,499745592,24,42,43,27
567,595,0,1250894,429692200,29,42,35,17
592,655,0,5294203,429972808,50,42,17,39
597,657,0,1374976,303499952,13,42,36,42
613,680,0,4111300,303057424,24,42,41,35
622,653,0,1657413,300097504,62,42,42,30
623,686,0,1119995,359086496,27,42,42,17
648,682,0,1473158,237880208,26,42,38,14
676,707,0,904731,433176416,25,42,33,41
676,709,0,2645700,229791216,30,42,22,33
677,708,0,877900,302096672,15,42,21,40
677,709,0,3943161,366929776,53,42,20,38
681,715,0,12811648,238708960,133,42,21,26
681,716,0,9856720,303539240,97,42,28,24
686,718,0,1508208,239238696,26,42,27,33
717,747,0,3198086,497243984,196,42,44,30
205,265,0,350114,338630936,20,41,37,9
265,533,0,1007182,474996848,4,41,45,29
324,355,0,643016,416571248,150,41,41,4
355,535,0,2764398,223936064,28,41,35,27
439,471,0,1048260,487306752,15,41,27,41
443,533,0,3072113,488301760,30,41,18,41
472,505,0,2136717,554340712,37,41,36,19
508,536,0,1209559,361084848,21,41,25,38
530,590,0,8015301,290140776,197,41,41,32
534,567,0,1410987,425976312,13,41,41,36
556,588,0,1373687,363165848,8,41,22,38
561,655,0,5191456,429640048,31,41,21,40
563,656,0,10395494,292831688,82,41,11,38
564,626,0,2320307,429852256,23,41,2,40
592,625,0,7016453,236768096,52,41,35,40
593,686,0,5810566,495541128,44,41,10,39
612,648,0,1948162,366753432,50,41,40,9
658,717,0,2611924,503983352,21,41,26,43
685,716,0,1857543,236384824,50,41,13,36
714,747,0,917065,561876752,3,41,35,45
740,775,0,3218869,497248536,74,41,41,19
741,746,0,1814067,297988576,10,41,49,41
765,796,0,489145,297727880,22,41,38,12
789,822,0,856602,520870376,23,41,41,19
817,822,0,1009569,192652712,20,41,41,16
146,205,0,404834,338434520,43,40,40,3
169,265,0,1144369,208062224,1,40,64,67
169,295,0,1234801,281417936,1,40,79,77
170,235,0,790007,209619056,2,40,67,62
198,234,0,884171,269850488,2,40,93,64
202,326,0,523841,210289328,3,40,41,23
326,533,0,1756103,415584472,19,40,44,20
413,473,0,1917994,358008392,39,40,7,37
415,627,0,1420180,422277848,32,40,39,6
434,529,0,5012913,294291888,36,40,40,35
434,530,0,5172054,359123096,34,40,39,37
469,500,0,838019,424153112,21,40,5,39
478,567,0,1112677,294101496,10,40,32,37
503,531,0,452178,295246504,4,40,33,39
507,536,0,1108079,297553984,28,40,14,38
508,535,0,886732,289258816,4,40,37,47
530,623,0,6748593,291533976,89,40,43,39
534,562,0,3682297,428307384,96,40,16,28
534,591,0,927411,555977256,18,40,40,23
535,592,0,1511706,298348928,21,40,26,33
557,588,0,640880,421984384,14,40,32,34
590,651,0,2530515,227628184,32,40,30,41
597,687,0,1088270,493479992,7,40,48,38
598,628,0,3799215,495469808,94,40,6,35
621,653,0,878305,496121328,23,40,36,12
621,681,0,5253174,561038640,144,40,21,28
647,677,0,371038,431069768,37,40,4,40
652,684,0,3845376,300454400,109,40,30,23
659,687,0,4092919,231078696,79,40,27,26
713,717,0,1451005,499538192,13,40,45,21
715,747,0,649426,368189280,3,40,41,45
165,198,0,661305,540460536,7,39,34,42
167,234,0,697402,276453304,1,39,8,45
169,235,0,620796,468934496,1,39,25,46
169,326,0,1294129,472899624,1,39,89,83
323,416,0,1435069,284660856,18,39,45,14
325,504,0,949987,221861792,6,39,41,24
356,504,0,1018846,281179656,30,39,42,8
416,531,0,1290337,219141104,21,39,47,15
467,498,0,6234159,424804472,272,39,11,33
469,531,0,891272,293994216,4,39,17,39
471,560,0,2876511,295753248,30,39,33,36
471,562,0,10072818,425608944,95,39,24,35
476,536,0,1843900,295308936,27,39,6,38
